id,name.local,name.en,name.slug,code.id,children_count.settlement,geo.lat,geo.lon
GAB007001,Lolo-Bouenguidi,Lolo-Bouenguidi,lolo-bouenguidi,GAB007001,129,-1.376,12.264
GAB007002,Lombo-Bouenguidi,Lombo-Bouenguidi,lombo-bouenguidi,GAB007002,70,-1.445,12.624
GAB007003,Mouloundou,Mouloundou,mouloundou,GAB007003,182,-0.899,12.839
GAB007004,Offoue-Onoye,Offoue-Onoye,offoue-onoye,GAB007004,57,-1.094,11.92
