id,name.local,name.en,name.slug,code.id,children_count.settlement,geo.lat,geo.lon
GAB005001,Basse-Banio,Basse-Banio,basse-banio,GAB005001,80,-3.08,10.567
GAB005002,Douigni,Douigni,douigni,GAB005002,56,-2.437,10.914
GAB005003,Doutsila,Doutsila,doutsila,GAB005003,103,-2.76,11.4
GAB005004,Haute-Banio,Haute-Banio,haute-banio,GAB005004,23,-3.731,11.015
GAB005006,Mongo,Mongo,mongo,GAB005006,21,-3.261,11.583
GAB005005,Mougoutsi,Mougoutsi,mougoutsi,GAB005005,106,-2.844,11.028
