id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
GAB009004001,Abang,Abang,abang,GAB009004001,0.667,11.267
GAB009004002,Abang-Melem,Abang-Melem,abang-melem,GAB009004002,0.967,12.05
GAB009004003,Abel,Abel,abel,GAB009004003,0.65,11.067
GAB009004004,Abenilam,Abenilam,abenilam,GAB009004004,0.6,11.083
GAB009004005,Abiane,Abiane,abiane,GAB009004005,0.65,11.217
GAB009004007,Abong Ahoun,Abong Ahoun,abong-ahoun,GAB009004007,0.983,11.65
GAB009004008,Abong-Miang I,Abong-Miang I,abong-miang-i,GAB009004008,0.9,11.55
GAB009004009,Abong-Miang II,Abong-Miang II,abong-miang-ii,GAB009004009,0.883,11.567
GAB009004010,Abou Angoum,Abou Angoum,abou-angoum,GAB009004010,0.946,11.005
GAB009004011,Adzabilone,Adzabilone,adzabilone,GAB009004011,0.977,11.23
GAB009004012,Afakazock,Afakazock,afakazock,GAB009004012,0.9,11.311
GAB009004013,Afavenzock Mouelza,Afavenzock Mouelza,afavenzock-mouelza,GAB009004013,0.667,11.117
GAB009004014,Afouni,Afouni,afouni,GAB009004014,0.4,11.383
GAB009004015,Aijo,Aijo,aijo,GAB009004015,0.871,11.363
GAB009004016,Akineyon,Akineyon,akineyon,GAB009004016,0.617,11.233
GAB009004017,Akoga,Akoga,akoga,GAB009004017,0.809,11.693
GAB009004018,Akour-Kok,Akour-Kok,akour-kok,GAB009004018,0.65,11.233
GAB009004019,Akourman,Akourman,akourman,GAB009004019,0.65,11.183
GAB009004020,Akourmar,Akourmar,akourmar,GAB009004020,0.7,11.183
GAB009004021,Alarmitang,Alarmitang,alarmitang,GAB009004021,0.923,11.158
GAB009004022,Alenass,Alenass,alenass,GAB009004022,0.933,11.142
GAB009004023,Alenassi,Alenassi,alenassi,GAB009004023,0.822,11.455
GAB009004024,Alene,Alene,alene,GAB009004024,0.671,11.507
GAB009004025,Alene Bissouma,Alene Bissouma,alene-bissouma,GAB009004025,0.656,11.505
GAB009004026,Alene Mianga,Alene Mianga,alene-mianga,GAB009004026,0.671,11.507
GAB009004027,Amvani,Amvani,amvani,GAB009004027,0.683,11.55
GAB009004028,Amveme,Amveme,amveme,GAB009004028,0.289,11.381
GAB009004029,Angale,Angale,angale,GAB009004029,0.983,11.717
GAB009004030,Angane,Angane,angane,GAB009004030,0.867,12.2
GAB009004031,Angone,Angone,angone,GAB009004031,0.917,12.1
GAB009004033,Angone Efira,Angone Efira,angone-efira,GAB009004033,0.633,11.617
GAB009004034,Angouma,Angouma,angouma,GAB009004034,0.946,11.005
GAB009004035,Anguma,Anguma,anguma,GAB009004035,0.946,11.005
GAB009004036,Aniane,Aniane,aniane,GAB009004036,0.667,11.667
